
"* 통계표ID : DT_1IN1002"
"* 통계표명 : 인구, 가구 및 주택 - 읍면동"
"* 수록기간 : ( 5년 : 2010 ~ 2010 )"
"* 출처 : 통계청 조사관리국 인구총조사과"
"* 파일생성일자 : 2013/08/29 16:50:19"

[주석 정보]
"통계표","주1) 가구형태"
,"
       - 일반가구(가구구분 항목 ①~④, 일반가구 내 외국인도 포함)"
,"
         ? 가족으로 이루어진 가구"
,"
         ? 가족과 5인 이하의 남남이 함께 사는 가구"
,"
         ? 1인가구"
,"
         ? 가족이 아닌 남남끼리 함께 사는 5인 이하의 가구"
,"
       - 집단가구"
,"
         ? 비혈연 6인 이상 가구 : 가족이 아닌 남남끼리 함께 사는 6인 이상의 가구(가구구분 항목 ⑤)"
,"
         ? 집단시설가구 : 기숙사나 노인요양시설?보육원 등 사회시설에 집단으로 살고 있는 가구"
,"
       - 외국인가구 : 외국인으로만 구성된 가구"
,"
 주2) 주택이외의 거처에는 오피스텔, 호텔·여관 등 숙박업소의 객실, 기숙사 및 특수 사회시설, 판잣집·비닐하우스 등이 있음"
,"
 주3) 파주시 진동면(3120021)의 (인구/가구/주택)은 파주시 군내면(3120038)에 포함"

[분류/항목 정보]
분류코드,분류/항목명,분류값,분류값명,단위,가중치
"'A","행정구역별(읍면동)","'3103059","송산1동",,
"'A","행정구역별(읍면동)","'3103060","자금동",,
"'A","행정구역별(읍면동)","'3103061","가능1동",,
"'A","행정구역별(읍면동)","'3103062","가능2동",,
"'A","행정구역별(읍면동)","'3103063","가능3동",,
"'A","행정구역별(읍면동)","'3103064","녹양동",,
"'A","행정구역별(읍면동)","'3103065","호원2동",,
"'A","행정구역별(읍면동)","'3103066","송산2동",,
"'A","행정구역별(읍면동)","'31040","안양시",,
"'A","행정구역별(읍면동)","'31041","만안구",,
"'A","행정구역별(읍면동)","'3104151","안양1동",,
"'A","행정구역별(읍면동)","'3104152","안양2동",,
"'A","행정구역별(읍면동)","'3104153","안양3동",,
"'A","행정구역별(읍면동)","'3104154","안양4동",,
"'A","행정구역별(읍면동)","'3104155","안양5동",,
"'A","행정구역별(읍면동)","'3104156","안양6동",,
"'A","행정구역별(읍면동)","'3104157","안양7동",,
"'A","행정구역별(읍면동)","'3104158","안양8동",,
"'A","행정구역별(읍면동)","'3104159","안양9동",,
"'A","행정구역별(읍면동)","'3104160","석수1동",,
"'A","행정구역별(읍면동)","'3104161","석수2동",,
"'A","행정구역별(읍면동)","'3104162","석수3동",,
"'A","행정구역별(읍면동)","'3104163","박달1동",,
"'A","행정구역별(읍면동)","'3104164","박달2동",,
"'A","행정구역별(읍면동)","'31042","동안구",,
"'A","행정구역별(읍면동)","'3104251","비산1동",,
"'A","행정구역별(읍면동)","'3104252","비산2동",,
"'A","행정구역별(읍면동)","'3104253","비산3동",,
"'A","행정구역별(읍면동)","'3104254","부흥동",,
"'A","행정구역별(읍면동)","'3104255","달안동",,
"'A","행정구역별(읍면동)","'3104256","관양1동",,
"'A","행정구역별(읍면동)","'3104257","관양2동",,
"'A","행정구역별(읍면동)","'3104258","부림동",,
"'A","행정구역별(읍면동)","'3104259","평촌동",,
"'A","행정구역별(읍면동)","'3104260","평안동",,
"'A","행정구역별(읍면동)","'3104261","귀인동",,
"'A","행정구역별(읍면동)","'3104262","호계1동",,
"'A","행정구역별(읍면동)","'3104263","호계2동",,
"'A","행정구역별(읍면동)","'3104264","호계3동",,
"'A","행정구역별(읍면동)","'3104265","범계동",,
"'A","행정구역별(읍면동)","'3104266","신촌동",,
"'A","행정구역별(읍면동)","'3104267","갈산동",,
"'A","행정구역별(읍면동)","'31050","부천시",,
"'A","행정구역별(읍면동)","'31051","원미구",,
"'A","행정구역별(읍면동)","'3105151","심곡1동",,
"'A","행정구역별(읍면동)","'3105152","심곡2동",,
"'A","행정구역별(읍면동)","'3105153","심곡3동",,
"'A","행정구역별(읍면동)","'3105154","원미1동",,
"'A","행정구역별(읍면동)","'3105155","원미2동",,
"'A","행정구역별(읍면동)","'3105156","소사동",,
"'A","행정구역별(읍면동)","'3105157","역곡1동",,
"'A","행정구역별(읍면동)","'3105158","역곡2동",,
"'A","행정구역별(읍면동)","'3105159","춘의동",,
"'A","행정구역별(읍면동)","'3105160","도당동",,
"'A","행정구역별(읍면동)","'3105161","약대동",,
"'A","행정구역별(읍면동)","'3105162","중동",,
"'A","행정구역별(읍면동)","'3105163","중1동",,
"'A","행정구역별(읍면동)","'3105164","중2동",,
"'A","행정구역별(읍면동)","'3105165","중3동",,
"'A","행정구역별(읍면동)","'3105166","중4동",,
"'A","행정구역별(읍면동)","'3105167","상동",,
"'A","행정구역별(읍면동)","'3105168","상1동",,
"'A","행정구역별(읍면동)","'3105169","상2동",,
"'A","행정구역별(읍면동)","'3105170","상3동",,
"'A","행정구역별(읍면동)","'31052","소사구",,
"'A","행정구역별(읍면동)","'3105251","심곡본1동",,
"'A","행정구역별(읍면동)","'3105252","심곡본동",,
"'A","행정구역별(읍면동)","'3105253","소사본1동",,
"'A","행정구역별(읍면동)","'3105254","소사본2동",,
"'A","행정구역별(읍면동)","'3105255","소사본3동",,
"'A","행정구역별(읍면동)","'3105256","범박동",,
"'A","행정구역별(읍면동)","'3105257","괴안동",,
"'A","행정구역별(읍면동)","'3105258","역곡3동",,
"'A","행정구역별(읍면동)","'3105259","송내1동",,
"'A","행정구역별(읍면동)","'3105260","송내2동",,
"'A","행정구역별(읍면동)","'31053","오정구",,
"'A","행정구역별(읍면동)","'3105351","성곡동",,
"'A","행정구역별(읍면동)","'3105352","원종1동",,
"'A","행정구역별(읍면동)","'3105353","원종2동",,
"'A","행정구역별(읍면동)","'3105354","고강본동",,
"'A","행정구역별(읍면동)","'3105355","고강1동",,
"'A","행정구역별(읍면동)","'3105356","오정동",,
"'A","행정구역별(읍면동)","'3105357","신흥동",,
"'A","행정구역별(읍면동)","'31060","광명시",,
"'A","행정구역별(읍면동)","'3106051","광명1동",,
"'A","행정구역별(읍면동)","'3106052","광명2동",,
"'A","행정구역별(읍면동)","'3106053","광명3동",,
"'A","행정구역별(읍면동)","'3106054","광명4동",,
"'A","행정구역별(읍면동)","'3106055","광명5동",,
"'A","행정구역별(읍면동)","'3106056","광명6동",,
"'A","행정구역별(읍면동)","'3106057","광명7동",,
"'A","행정구역별(읍면동)","'3106058","철산1동",,
"'A","행정구역별(읍면동)","'3106059","철산2동",,
"'A","행정구역별(읍면동)","'3106060","철산3동",,
"'A","행정구역별(읍면동)","'3106061","철산4동",,
"'A","행정구역별(읍면동)","'3106062","하안1동",,
"'A","행정구역별(읍면동)","'3106063","하안2동",,
"'A","행정구역별(읍면동)","'3106064","하안3동",,
"'A","행정구역별(읍면동)","'3106065","하안4동",,
"'A","행정구역별(읍면동)","'3106066","소하1동",,
"'A","행정구역별(읍면동)","'3106067","소하2동",,
"'A","행정구역별(읍면동)","'3106068","학온동",,
"'A","행정구역별(읍면동)","'31070","평택시",,
"'A","행정구역별(읍면동)","'3107011","팽성읍",,
"'A","행정구역별(읍면동)","'3107012","안중읍",,
"'A","행정구역별(읍면동)","'3107013","포승읍",,
"'A","행정구역별(읍면동)","'3107031","진위면",,
"'A","행정구역별(읍면동)","'3107032","서탄면",,
"'A","행정구역별(읍면동)","'3107033","고덕면",,
"'A","행정구역별(읍면동)","'3107034","오성면",,
"'A","행정구역별(읍면동)","'3107035","청북면",,
"'A","행정구역별(읍면동)","'3107037","현덕면",,
"'A","행정구역별(읍면동)","'3107051","중앙동",,
"'A","행정구역별(읍면동)","'3107052","서정동",,
"'A","행정구역별(읍면동)","'3107053","송탄동",,
"'A","행정구역별(읍면동)","'3107055","지산동",,
"'A","행정구역별(읍면동)","'3107056","송북동",,
"'A","행정구역별(읍면동)","'3107057","신장1동",,
"'A","행정구역별(읍면동)","'3107058","신장2동",,
"'A","행정구역별(읍면동)","'3107059","신평동",,
"'A","행정구역별(읍면동)","'3107060","원평동",,
"'A","행정구역별(읍면동)","'3107061","통복동",,
"'A","행정구역별(읍면동)","'3107062","비전1동",,
"'A","행정구역별(읍면동)","'3107063","비전2동",,
"'A","행정구역별(읍면동)","'3107064","세교동",,
"'A","행정구역별(읍면동)","'31080","동두천시",,
"'A","행정구역별(읍면동)","'3108051","생연1동",,
"'A","행정구역별(읍면동)","'3108052","생연2동",,
"'A","행정구역별(읍면동)","'3108053","중앙동",,
"'A","행정구역별(읍면동)","'3108055","보산동",,
"'A","행정구역별(읍면동)","'3108056","불현동",,
"'A","행정구역별(읍면동)","'3108058","소요동",,
"'A","행정구역별(읍면동)","'3108060","상패동",,
"'A","행정구역별(읍면동)","'3108061","송내동",,
"'A","행정구역별(읍면동)","'31090","안산시",,
"'A","행정구역별(읍면동)","'31091","상록구",,
"'A","행정구역별(읍면동)","'3109151","일동",,
"'A","행정구역별(읍면동)","'3109152","사1동",,
"'A","행정구역별(읍면동)","'3109153","사2동",,
"'A","행정구역별(읍면동)","'3109154","본오1동",,
"'A","행정구역별(읍면동)","'3109155","본오2동",,
"'A","행정구역별(읍면동)","'3109156","본오3동",,
"'A","행정구역별(읍면동)","'3109157","부곡동",,
"'A","행정구역별(읍면동)","'3109158","월피동",,
"'A","행정구역별(읍면동)","'3109162","성포동",,
"'A","행정구역별(읍면동)","'3109171","반월동",,
"'A","행정구역별(읍면동)","'3109173","안산동",,
"'A","행정구역별(읍면동)","'3109174","이동",,
"'A","행정구역별(읍면동)","'3109175","사3동",,
"'A","행정구역별(읍면동)","'31092","단원구",,
"'A","행정구역별(읍면동)","'3109259","와동",,
"'A","행정구역별(읍면동)","'3109260","고잔1동",,
"'A","행정구역별(읍면동)","'3109261","고잔2동",,
"'A","행정구역별(읍면동)","'3109263","원곡본동",,
"'A","행정구역별(읍면동)","'3109264","원곡1동",,
"'A","행정구역별(읍면동)","'3109265","원곡2동",,
"'A","행정구역별(읍면동)","'3109266","초지동",,
"'A","행정구역별(읍면동)","'3109268","선부1동",,
"'A","행정구역별(읍면동)","'3109269","선부2동",,
"'A","행정구역별(읍면동)","'3109270","선부3동",,
"'A","행정구역별(읍면동)","'3109272","대부동",,
"'A","행정구역별(읍면동)","'3109273","호수동",,
"'A","행정구역별(읍면동)","'31100","고양시",,
"'A","행정구역별(읍면동)","'31101","덕양구",,
"'A","행정구역별(읍면동)","'3110151","주교동",,
"'A","행정구역별(읍면동)","'3110152","원신동",,
"'A","행정구역별(읍면동)","'3110153","흥도동",,
"'A","행정구역별(읍면동)","'3110154","성사1동",,
"'A","행정구역별(읍면동)","'3110155","성사2동",,
"'A","행정구역별(읍면동)","'3110156","효자동",,
"'A","행정구역별(읍면동)","'3110157","신도동",,
"'A","행정구역별(읍면동)","'3110158","창릉동",,
"'A","행정구역별(읍면동)","'3110159","고양동",,
"'A","행정구역별(읍면동)","'3110160","관산동",,
"'A","행정구역별(읍면동)","'3110161","능곡동",,
"'A","행정구역별(읍면동)","'3110162","화정1동",,
"'A","행정구역별(읍면동)","'3110163","화정2동",,
"'A","행정구역별(읍면동)","'3110164","행주동",,
"'A","행정구역별(읍면동)","'3110165","행신1동",,
"'A","행정구역별(읍면동)","'3110166","행신2동",,
"'A","행정구역별(읍면동)","'3110167","화전동",,
"'A","행정구역별(읍면동)","'3110168","대덕동",,
"'A","행정구역별(읍면동)","'3110169","행신3동",,
"'A","행정구역별(읍면동)","'31103","일산동구",,
"'A","행정구역별(읍면동)","'3110351","식사동",,
"'A","행정구역별(읍면동)","'3110352","중산동",,
"'A","행정구역별(읍면동)","'3110353","정발산동",,
"'A","행정구역별(읍면동)","'3110354","풍산동",,
"'A","행정구역별(읍면동)","'3110355","백석1동",,
"'A","행정구역별(읍면동)","'3110356","마두1동",,
"'A","행정구역별(읍면동)","'3110357","마두2동",,
"'A","행정구역별(읍면동)","'3110358","장항1동",,
"'A","행정구역별(읍면동)","'3110359","장항2동",,
"'A","행정구역별(읍면동)","'3110360","고봉동",,
"'A","행정구역별(읍면동)","'3110361","백석2동",,
"'A","행정구역별(읍면동)","'31104","일산서구",,
"'A","행정구역별(읍면동)","'3110451","일산1동",,
"'A","행정구역별(읍면동)","'3110452","일산2동",,
"'A","행정구역별(읍면동)","'3110453","일산3동",,
"'A","행정구역별(읍면동)","'3110454","탄현동",,
"'A","행정구역별(읍면동)","'3110455","주엽1동",,
"'A","행정구역별(읍면동)","'3110456","주엽2동",,
"'A","행정구역별(읍면동)","'3110457","대화동",,
"'A","행정구역별(읍면동)","'3110458","송포동",,
"'A","행정구역별(읍면동)","'3110459","송산동",,
"'A","행정구역별(읍면동)","'31110","과천시",,
"'A","행정구역별(읍면동)","'3111051","중앙동",,
"'A","행정구역별(읍면동)","'3111052","갈현동",,
"'A","행정구역별(읍면동)","'3111053","별양동",,
"'A","행정구역별(읍면동)","'3111054","부림동",,
"'A","행정구역별(읍면동)","'3111055","과천동",,
"'A","행정구역별(읍면동)","'3111056","문원동",,
"'A","행정구역별(읍면동)","'31120","구리시",,
"'A","행정구역별(읍면동)","'3112051","갈매동",,
"'A","행정구역별(읍면동)","'3112052","동구동",,
"'A","행정구역별(읍면동)","'3112053","인창동",,
"'A","행정구역별(읍면동)","'3112054","교문1동",,
"'A","행정구역별(읍면동)","'3112055","교문2동",,
"'A","행정구역별(읍면동)","'3112056","수택1동",,
"'A","행정구역별(읍면동)","'3112057","수택2동",,
"'A","행정구역별(읍면동)","'3112058","수택3동",,
"'A","행정구역별(읍면동)","'31130","남양주시",,
"'A","행정구역별(읍면동)","'3113011","와부읍",,
"'A","행정구역별(읍면동)","'3113012","진접읍",,
"'A","행정구역별(읍면동)","'3113013","화도읍",,
"'A","행정구역별(읍면동)","'3113014","진건읍",,
"'A","행정구역별(읍면동)","'3113015","오남읍",,
"'A","행정구역별(읍면동)","'3113031","별내면",,
"'A","행정구역별(읍면동)","'3113032","퇴계원면",,
"'A","행정구역별(읍면동)","'3113034","수동면",,
"'A","행정구역별(읍면동)","'3113035","조안면",,
"'A","행정구역별(읍면동)","'3113051","호평동",,
"'A","행정구역별(읍면동)","'3113052","평내동",,
"'A","행정구역별(읍면동)","'3113053","금곡동",,
"'A","행정구역별(읍면동)","'3113054","양정동",,
"'A","행정구역별(읍면동)","'3113055","지금동",,
"'A","행정구역별(읍면동)","'3113056","도농동",,
"'A","행정구역별(읍면동)","'31140","오산시",,
"'A","행정구역별(읍면동)","'3114051","중앙동",,
"'A","행정구역별(읍면동)","'3114052","대원동",,
"'A","행정구역별(읍면동)","'3114053","남촌동",,
"'A","행정구역별(읍면동)","'3114054","신장동",,
"'A","행정구역별(읍면동)","'3114055","세마동",,
"'A","행정구역별(읍면동)","'3114056","초평동",,
"'A","행정구역별(읍면동)","'31150","시흥시",,
"'A","행정구역별(읍면동)","'3115051","대야동",,
"'A","행정구역별(읍면동)","'3115052","신천동",,
"'A","행정구역별(읍면동)","'3115053","신현동",,
"'A","행정구역별(읍면동)","'3115054","은행동",,
"'A","행정구역별(읍면동)","'3115055","매화동",,
"'A","행정구역별(읍면동)","'3115056","목감동",,
"'A","행정구역별(읍면동)","'3115057","군자동",,
"'A","행정구역별(읍면동)","'3115059","과림동",,
"'A","행정구역별(읍면동)","'3115061","정왕2동",,
"'A","행정구역별(읍면동)","'3115062","정왕3동",,
"'A","행정구역별(읍면동)","'3115063","정왕4동",,
"'A","행정구역별(읍면동)","'3115064","정왕본동",,
"'A","행정구역별(읍면동)","'3115065","정왕1동",,
"'A","행정구역별(읍면동)","'3115066","연성동",,
"'A","행정구역별(읍면동)","'3115067","능곡동",,
"'A","행정구역별(읍면동)","'31160","군포시",,
"'A","행정구역별(읍면동)","'3116051","군포1동",,
"'A","행정구역별(읍면동)","'3116052","군포2동",,
"'A","행정구역별(읍면동)","'3116054","산본1동",,
"'A","행정구역별(읍면동)","'3116055","산본2동",,
"'A","행정구역별(읍면동)","'3116056","금정동",,
"'A","행정구역별(읍면동)","'3116057","재궁동",,
"'A","행정구역별(읍면동)","'3116058","오금동",,
"'A","행정구역별(읍면동)","'3116059","수리동",,
"'A","행정구역별(읍면동)","'3116060","궁내동",,
"'A","행정구역별(읍면동)","'3116061","광정동",,
"'A","행정구역별(읍면동)","'3116062","대야동",,
"'A","행정구역별(읍면동)","'31170","의왕시",,
"'A","행정구역별(읍면동)","'3117051","고천동",,
"'A","행정구역별(읍면동)","'3117052","부곡동",,
"'A","행정구역별(읍면동)","'3117053","오전동",,
"'A","행정구역별(읍면동)","'3117054","내손1동",,
